Round,Table,Players,Decks,Winner
Round 10,2,"Matthew Stefans
Elliot Fortier He/They","Mono-Green Landfall
Mono-Green Landfall",Elliot Fortier won 2-1-0
Round 10,3,"FlameStrata
PhilipLi","Azorius Tempo
Dimir Bounce",FlameStrata won 2-0-0
Round 10,4,"Alexandre Furstenberger He/Him
EllieThePurple She/Her","Bant Rhythm
Jeskai Control",EllieThePurple won 2-1-0
Round 10,5,"Kasey Fanara
Andrew Kidston","Boros Dragons
Izzet Lessons",Andrew Kidston won 2-1-0
Round 10,6,"David Schnayer He/Him
Mason Wong He/Him","Izzet Elementals
Izzet Spellementals",David Schnayer won 2-1-0
Round 10,7,"Kody Fanara He/Him
Kyle Gellert He/Him","Izzet Spellementals
Jeskai Lessons",Kyle Gellert won 2-1-0
Round 10,8,"HectorMoses He/Him
Luca Cherpillod","Mono-Red Aggro
Sultai Reanimator",Luca Cherpillod won 2-1-0
Round 10,9,"Matthew Beattie He/Him
Brian Bonnell He/Him","Simic Rhythm
Izzet Spellementals",Brian Bonnell won 2-1-0
Round 10,10,"Nam Dang
James Lloyd","Izzet Lessons
Izzet Spellementals",Nam Dang won 2-1-0
Round 10,11,"WhatTheHeck
Steven Fiebelkorn He/Him","Sultai Reanimator
Izzet Prowess",Steven Fiebelkorn won 2-1-0
Round 10,12,"Noel Robin He/Him
Sarah England She/Her","Izzet Elementals
Mono-Red Aggo",Noel Robin won 2-0-0
Round 10,13,"Jack Potter He/Him
Michael Knie","Simic Ouroboroid
Temur Omniscience",Michael Knie won 2-0-0
Round 10,14,"Terrence Johnstone He/Him
Chris Yao","Rakdos Monument
Temur Landfall",Terrence Johnstone won 2-0-0
Round 10,15,"awilliams999
Young Zhou","Izzet Spellementals
Mono-Green Landfall",awilliams999 won 2-0-0
Round 10,16,"Gavin Bennett He/Him
Joshua Saruga He/They","W-U-B-R Control
Mono-Red Aggro",Joshua Saruga won 2-1-0
Round 10,17,"YarrMorgan He/Him
Farrell Pujokusumo He/Him","Rakdos Monument
Dimir Control",Farrell Pujokusumo won 2-0-0
Round 10,18,"Phillip Hurst He/Him
Burke Horst He/Him","Dimir Demons
Mono-Green Landfall",Phillip Hurst won 2-1-0
Round 10,19,"Rin Porter She/They
NeilsonZhang","Izzet Elementals
Dimir Midrange",NeilsonZhang won 2-1-0
Round 10,20,"george ren
Roberto Cibrian Stockbridge He/Him","Dimir Demons
Izzet Spellementals",Roberto Cibrian Stockbridge won 2-1-0
Round 10,21,"Kevin Anctil He/Him
BorosBen","Mono-Green Landfall
Boros Dragons",Kevin Anctil won 2-1-0
Round 10,22,"Alexandre Livernoche He/Him
Xiao Yu (Roy) Yang He/Him","Boros Dragons
Dimir Midrange",Alexandre Livernoche won 2-0-0
Round 10,23,"Anthony Lee He/Him
StevenU He/Him","Temur Prowess
Azorius Control",Anthony Lee won 2-1-0
Round 10,24,"Kody Lyons He/Him
Asha Mills Emmett They/Them","Temur Prowess
Izzet Prowess",Asha Mills Emmett won 2-0-0
Round 10,25,"Andrea Smith She/Her
Alyssa Oatridge She/Her","Mono-Green Landfall
Boros Dragons",Andrea Smith won 2-0-0
Round 10,26,"Mark Weedon He/Him
Ryan Primdahl He/Him","Dimir Demons
Izzet Prowess",Ryan Primdahl won 2-0-0
Round 10,27,"Winnie Bowser She/Her
Kris Wishinski","Simic Ouroboroid
Mono-White",Winnie Bowser won 2-1-0
Round 10,28,"SashaFarenyuk He/Him
TommyG09","Simic Rhythm
Izzet Blink",TommyG09 won 2-0-0
Round 11,1,"january She/Her
Elliot Fortier He/They","Mono-Green Landfall
Mono-Green Landfall",Elliot Fortier won 2-1-0
Round 11,2,"Zoza
FlameStrata","Mono-Green Landfall
Azorius Tempo",Zoza won 2-0-0
Round 11,3,"David Schnayer He/Him
Nam Dang","Izzet Elementals
Izzet Lessons",David Schnayer won 2-1-0
Round 11,4,"EllieThePurple She/Her
Luca Cherpillod","Jeskai Control
Sultai Reanimator",EllieThePurple won 2-1-0
Round 11,5,"Andrew Kidston
Matthew Stefans","Izzet Lessons
Mono-Green Landfall",Matthew Stefans won 2-0-0
Round 11,6,"Brian Bonnell He/Him
Kyle Gellert He/Him","Izzet Spellementals
Jeskai Lessons",Kyle Gellert won 2-0-0
Round 11,7,"Steven Fiebelkorn He/Him
Noel Robin He/Him","Izzet Prowess
Izzet Elementals",Noel Robin won 2-1-0
Round 11,8,"Ryan Primdahl He/Him
Joshua Saruga He/They","Izzet Prowess
Mono-Red Aggro",Joshua Saruga won 2-0-0
Round 11,9,"NeilsonZhang
Matthew Beattie He/Him","Dimir Midrange
Simic Rhythm",NeilsonZhang won 2-1-0
Round 11,10,"James Lloyd
Kevin Anctil He/Him","Izzet Spellementals
Mono-Green Landfall",Kevin Anctil won 2-0-0
Round 11,11,"Farrell Pujokusumo He/Him
Anthony Lee He/Him","Dimir Control
Temur Prowess",Farrell Pujokusumo won 2-1-0
Round 11,12,"Mason Wong He/Him
PhilipLi","Izzet Spellementals
Dimir Bounce",Mason Wong won 2-0-0
Round 11,13,"Winnie Bowser She/Her
Andrea Smith She/Her","Simic Ouroboroid
Mono-Green Landfall",Andrea Smith won 2-0-0
Round 11,14,"awilliams999
HectorMoses He/Him","Izzet Spellementals
Mono-Red Aggro",awilliams999 won 2-0-0
Round 11,15,"TommyG09
Alexandre Furstenberger He/Him","Izzet Blink
Bant Rhythm",1-1-1 Draw
Round 11,16,"Michael Knie
Roberto Cibrian Stockbridge He/Him","Temur Omniscience
Izzet Spellementals",Roberto Cibrian Stockbridge won 2-1-0
Round 11,17,"Kody Fanara He/Him
Asha Mills Emmett They/Them","Izzet Spellementals
Izzet Prowess",Asha Mills Emmett won 2-0-0
Round 11,18,"Kasey Fanara
Terrence Johnstone He/Him","Boros Dragons
Rakdos Monument",Terrence Johnstone won 2-0-0
Round 11,19,"Phillip Hurst He/Him
Alexandre Livernoche He/Him","Dimir Demons
Boros Dragons",Alexandre Livernoche won 2-0-0
Round 11,20,"WhatTheHeck
Jack Potter He/Him","Sultai Reanimator
Simic Ouroboroid",WhatTheHeck won 2-0-0
Round 11,21,"Chris Yao
Sarah England She/Her","Temur Landfall
Mono-Red Aggo",Chris Yao won 2-0-0
Round 11,22,"Alyssa Oatridge She/Her
Mark Weedon He/Him","Boros Dragons
Dimir Demons",Mark Weedon won 2-0-0
Round 11,23,"Xiao Yu (Roy) Yang He/Him
Rin Porter She/They","Dimir Midrange
Izzet Elementals",Xiao Yu (Roy) Yang won 2-0-0
Round 11,24,"Kris Wishinski
Kody Lyons He/Him","Mono-White
Temur Prowess",Kris Wishinski won 2-1-0
Round 11,25,"george ren
Gavin Bennett He/Him","Dimir Demons
W-U-B-R Control",george ren won 2-0-0
Round 11,26,"YarrMorgan He/Him
StevenU He/Him","Rakdos Monument
Azorius Control",StevenU won 2-0-0
Round 11,27,"Young Zhou
SashaFarenyuk He/Him","Mono-Green Landfall
Simic Rhythm",SashaFarenyuk won 2-0-0
Round 11,28,"BorosBen
Burke Horst He/Him","Boros Dragons
Mono-Green Landfall",BorosBen won 2-1-0
Round 12,1,"Zoza
David Schnayer He/Him","Mono-Green Landfall
Izzet Elementals",Zoza won 2-1-0
Round 12,2,"Elliot Fortier He/They
Kyle Gellert He/Him","Mono-Green Landfall
Jeskai Lessons",Elliot Fortier won 2-0-0
Round 12,3,"EllieThePurple She/Her
january She/Her","Jeskai Control
Mono-Green Landfall",january won 2-1-0
Round 12,4,"Matthew Stefans
Noel Robin He/Him","Mono-Green Landfall
Izzet Elementals",Matthew Stefans won 2-1-0
Round 12,5,"FlameStrata
Luca Cherpillod","Azorius Tempo
Sultai Reanimator",FlameStrata won 2-0-0
Round 12,6,"Roberto Cibrian Stockbridge He/Him
Asha Mills Emmett They/Them","Izzet Spellementals
Izzet Prowess",Asha Mills Emmett won 2-1-0
Round 12,7,"NeilsonZhang
Terrence Johnstone He/Him","Dimir Midrange
Rakdos Monument",NeilsonZhang won 2-1-0
Round 12,8,"Andrea Smith She/Her
Mason Wong He/Him","Mono-Green Landfall
Izzet Spellementals",Andrea Smith won 2-1-0
Round 12,9,"Andrew Kidston
Kevin Anctil He/Him","Izzet Lessons
Mono-Green Landfall",Andrew Kidston won 2-1-0
Round 12,10,"awilliams999
Alexandre Livernoche He/Him","Izzet Spellementals
Boros Dragons",Alexandre Livernoche won 2-0-0
Round 12,11,"Joshua Saruga He/They
Farrell Pujokusumo He/Him","Mono-Red Aggro
Dimir Control",Joshua Saruga won 2-1-0
Round 12,12,"Nam Dang
Brian Bonnell He/Him","Izzet Lessons
Izzet Spellementals",Nam Dang won 2-0-0
Round 12,13,"Alexandre Furstenberger He/Him
Steven Fiebelkorn He/Him","Bant Rhythm
Izzet Prowess",Steven Fiebelkorn won 2-0-0
Round 12,14,"WhatTheHeck
TommyG09","Sultai Reanimator
Izzet Blink",TommyG09 won 2-0-0
Round 12,15,"george ren
Kris Wishinski","Dimir Demons
Mono-White",george ren won 2-0-0
Round 12,16,"HectorMoses He/Him
Xiao Yu (Roy) Yang He/Him","Mono-Red Aggro
Dimir Midrange",Xiao Yu (Roy) Yang won 2-1-0
Round 12,17,"Ryan Primdahl He/Him
Kasey Fanara","Izzet Prowess
Boros Dragons",Kasey Fanara won 2-1-0
Round 12,18,"Phillip Hurst He/Him
Matthew Beattie He/Him","Dimir Demons
Simic Rhythm",Phillip Hurst won 2-0-0
Round 12,19,"James Lloyd
PhilipLi","Izzet Spellementals
Dimir Bounce",James Lloyd won 2-1-0
Round 12,20,"Winnie Bowser She/Her
Chris Yao","Simic Ouroboroid
Temur Landfall",Winnie Bowser won 2-0-0
Round 12,21,"SashaFarenyuk He/Him
Kody Fanara He/Him","Simic Rhythm
Izzet Spellementals",Kody Fanara won 2-0-0
Round 12,22,"Anthony Lee He/Him
BorosBen","Temur Prowess
Boros Dragons",Anthony Lee won 2-1-0
Round 12,23,"Michael Knie
StevenU He/Him","Temur Omniscience
Azorius Control",Michael Knie won 2-1-0
Round 12,24,"Mark Weedon He/Him
Jack Potter He/Him","Dimir Demons
Simic Ouroboroid",Mark Weedon won 2-0-0
Round 12,25,"Alyssa Oatridge She/Her
Rin Porter She/They","Boros Dragons
Izzet Elementals",Alyssa Oatridge won 2-0-0
Round 12,26,"Young Zhou
Gavin Bennett He/Him","Mono-Green Landfall
W-U-B-R Control",Young Zhou won 2-0-0
Round 12,27,"YarrMorgan He/Him
Burke Horst He/Him","Rakdos Monument
Mono-Green Landfall",Burke Horst won 2-0-0
Round 12,28,"Kody Lyons He/Him
Sarah England She/Her","Temur Prowess
Mono-Red Aggo",Sarah England won 2-1-0
Round 13,-,YarrMorgan He/Him,Rakdos Monument,YarrMorgan was assigned a bye
Round 13,1,"Elliot Fortier He/They
FlameStrata","Mono-Green Landfall
Azorius Tempo",FlameStrata won 2-1-0
Round 13,2,"Zoza
Asha Mills Emmett They/Them","Mono-Green Landfall
Izzet Prowess",Asha Mills Emmett won 2-1-0
Round 13,3,"Matthew Stefans
january She/Her","Mono-Green Landfall
Mono-Green Landfall",january won 2-1-0
Round 13,4,"NeilsonZhang
Kyle Gellert He/Him","Dimir Midrange
Jeskai Lessons",NeilsonZhang won 2-1-0
Round 13,5,"Andrea Smith She/Her
David Schnayer He/Him","Mono-Green Landfall
Izzet Elementals",David Schnayer won 2-1-0
Round 13,6,"EllieThePurple She/Her
Alexandre Livernoche He/Him","Jeskai Control
Boros Dragons",EllieThePurple won 2-1-0
Round 13,7,"Andrew Kidston
Nam Dang","Izzet Lessons
Izzet Lessons",Nam Dang won 2-1-0
Round 13,8,"Joshua Saruga He/They
TommyG09","Mono-Red Aggro
Izzet Blink",Joshua Saruga won 2-0-0
Round 13,9,"Steven Fiebelkorn He/Him
Anthony Lee He/Him","Izzet Prowess
Temur Prowess",Anthony Lee won 2-0-0
Round 13,10,"Noel Robin He/Him
Michael Knie","Izzet Elementals
Temur Omniscience",Noel Robin won 2-1-0
Round 13,11,"Brian Bonnell He/Him
Mark Weedon He/Him","Izzet Spellementals
Dimir Demons",Brian Bonnell won 2-1-0
Round 13,12,"Roberto Cibrian Stockbridge He/Him
awilliams999","Izzet Spellementals
Izzet Spellementals",awilliams999 won 2-1-0
Round 13,13,"Kody Fanara He/Him
Mason Wong He/Him","Izzet Spellementals
Izzet Spellementals",Mason Wong won 2-0-0
Round 13,14,"Farrell Pujokusumo He/Him
george ren","Dimir Control
Dimir Demons",Farrell Pujokusumo won 2-1-0
Round 13,15,"Kevin Anctil He/Him
Luca Cherpillod","Mono-Green Landfall
Sultai Reanimator",Kevin Anctil won 2-1-0
Round 13,16,"Kasey Fanara
Winnie Bowser She/Her","Boros Dragons
Simic Ouroboroid",Kasey Fanara won 2-0-0
Round 13,17,"James Lloyd
Phillip Hurst He/Him","Izzet Spellementals
Dimir Demons",Phillip Hurst won 2-1-0
Round 13,18,"Xiao Yu (Roy) Yang He/Him
Terrence Johnstone He/Him","Dimir Midrange
Rakdos Monument",Xiao Yu (Roy) Yang won 2-0-0
Round 13,19,"WhatTheHeck
Alexandre Furstenberger He/Him","Sultai Reanimator
Bant Rhythm",Alexandre Furstenberger won 2-1-0
Round 13,20,"Young Zhou
BorosBen","Mono-Green Landfall
Boros Dragons",BorosBen won 2-1-0
Round 13,21,"StevenU He/Him
Burke Horst He/Him","Azorius Control
Mono-Green Landfall",Burke Horst won 2-1-0
Round 13,22,"Sarah England She/Her
HectorMoses He/Him","Mono-Red Aggo
Mono-Red Aggro",Sarah England won 2-1-0
Round 13,23,"Chris Yao
SashaFarenyuk He/Him","Temur Landfall
Simic Rhythm",Chris Yao won 2-0-0
Round 13,24,"Kris Wishinski
PhilipLi","Mono-White
Dimir Bounce",PhilipLi won 2-0-0
Round 13,25,"Matthew Beattie He/Him
Alyssa Oatridge She/Her","Simic Rhythm
Boros Dragons",Alyssa Oatridge won 2-0-0
Round 13,26,"Ryan Primdahl He/Him
Kody Lyons He/Him","Izzet Prowess
Temur Prowess",Kody Lyons won 2-1-0
Round 13,27,"Gavin Bennett He/Him
Rin Porter She/They","W-U-B-R Control
Izzet Elementals",Rin Porter won 2-0-0
Round 14,1,"january She/Her
FlameStrata","Mono-Green Landfall
Azorius Tempo",0-0-3 Draw
Round 14,2,"Elliot Fortier He/They
David Schnayer He/Him","Mono-Green Landfall
Izzet Elementals",0-0-3 Draw
Round 14,3,"Zoza
EllieThePurple She/Her","Mono-Green Landfall
Jeskai Control",0-0-3 Draw
Round 14,4,"Matthew Stefans
Nam Dang","Mono-Green Landfall
Izzet Lessons",0-0-3 Draw
Round 14,5,"Joshua Saruga He/They
Asha Mills Emmett They/Them","Mono-Red Aggro
Izzet Prowess",0-0-3 Draw
Round 14,6,"NeilsonZhang
Noel Robin He/Him","Dimir Midrange
Izzet Elementals",NeilsonZhang won 2-0-0
Round 14,7,"Andrew Kidston
Brian Bonnell He/Him","Izzet Lessons
Izzet Spellementals",Andrew Kidston won 2-1-0
Round 14,8,"Mason Wong He/Him
Farrell Pujokusumo He/Him","Izzet Spellementals
Dimir Control",Mason Wong won 2-1-0
Round 14,9,"Alexandre Livernoche He/Him
Kyle Gellert He/Him","Boros Dragons
Jeskai Lessons",Kyle Gellert won 2-0-0
Round 14,10,"Phillip Hurst He/Him
Kevin Anctil He/Him","Dimir Demons
Mono-Green Landfall",Kevin Anctil won 2-0-0
Round 14,11,"Andrea Smith She/Her
awilliams999","Mono-Green Landfall
Izzet Spellementals",Andrea Smith won 2-0-0
Round 14,12,"Anthony Lee He/Him
Kasey Fanara","Temur Prowess
Boros Dragons",0-0-3 Draw
Round 14,13,"Xiao Yu (Roy) Yang He/Him
TommyG09","Dimir Midrange
Izzet Blink",Xiao Yu (Roy) Yang won 2-0-0
Round 14,14,"Steven Fiebelkorn He/Him
Michael Knie","Izzet Prowess
Temur Omniscience",Steven Fiebelkorn won 2-0-0
Round 14,15,"Alexandre Furstenberger He/Him
James Lloyd","Bant Rhythm
Izzet Spellementals",James Lloyd won 2-0-0
Round 14,16,"Kody Fanara He/Him
Alyssa Oatridge She/Her","Izzet Spellementals
Boros Dragons",Alyssa Oatridge won 2-0-0
Round 14,17,"Luca Cherpillod
Terrence Johnstone He/Him","Sultai Reanimator
Rakdos Monument",Luca Cherpillod won 2-0-0
Round 14,18,"PhilipLi
Roberto Cibrian Stockbridge He/Him","Dimir Bounce
Izzet Spellementals",Roberto Cibrian Stockbridge won 2-1-0
Round 14,19,"Burke Horst He/Him
Chris Yao","Mono-Green Landfall
Temur Landfall",Chris Yao won 2-1-0
Round 14,20,"Winnie Bowser She/Her
Mark Weedon He/Him","Simic Ouroboroid
Dimir Demons",Winnie Bowser won 2-0-0
Round 14,21,"Sarah England She/Her
george ren","Mono-Red Aggo
Dimir Demons",Sarah England won 2-0-0
Round 14,22,"BorosBen
WhatTheHeck","Boros Dragons
Sultai Reanimator",BorosBen won 2-0-0
Round 14,23,"Matthew Beattie He/Him
Rin Porter She/They","Simic Rhythm
Izzet Elementals",Matthew Beattie won 2-1-0
Round 14,24,"SashaFarenyuk He/Him
Kody Lyons He/Him","Simic Rhythm
Temur Prowess",Kody Lyons won 2-0-0
Round 14,25,"Ryan Primdahl He/Him
Young Zhou","Izzet Prowess
Mono-Green Landfall",Ryan Primdahl won 2-1-0
Round 14,26,"HectorMoses He/Him
StevenU He/Him","Mono-Red Aggro
Azorius Control",HectorMoses won 2-1-0
Round 14,27,"Kris Wishinski
YarrMorgan He/Him","Mono-White
Rakdos Monument",Kris Wishinski won 2-1-0
Quarterfinals,1,"Elliot Fortier He/They
David Schnayer He/Him","Mono-Green Landfall
Izzet Elementals",David Schnayer won 2-0-0
Quarterfinals,2,"NeilsonZhang
FlameStrata","Dimir Midrange
Azorius Tempo",NeilsonZhang won 2-0-0
Quarterfinals,3,"Zoza
Matthew Stefans","Mono-Green Landfall
Mono-Green Landfall",Zoza won 2-1-0
Quarterfinals,4,"january She/Her
EllieThePurple She/Her","Mono-Green Landfall
Jeskai Control",january won 2-0-0
Semifinals,1,"David Schnayer He/Him
NeilsonZhang","Izzet Elementals
Dimir Midrange",NeilsonZhang won 2-0-0
Semifinals,2,"Zoza
january She/Her","Mono-Green Landfall
Mono-Green Landfall",january won 2-0-0
Finals,1,"NeilsonZhang
january She/Her","Dimir Midrange
Mono-Green Landfall",NeilsonZhang won 2-1-0
