Round,Table,Players,Decks,Winner
Round 7,62,"Mircho
Prezin He/Him","Golgari Midrange
Dimir Control",Mircho won 2-0-0
Round 7,63,"Dustyn_Aranda He/Him
criacuna21","Dimir Demons
Jeskai Control",criacuna21 won 2-0-0
Round 7,64,"RODRIGOO
Rudá dos Reis He/Him","Mono-White Tokens
Izzet Lessons",RODRIGOO won 2-0-0
Round 7,65,"NicholasPohren He/Him
tony15974","Dimir Control
Izzet Midrange",NicholasPohren won 2-1-0
Round 7,66,"Viniimato He/Him
Yulios","Jeskai Artifacts
Dimir Midrange",Yulios won 2-1-0
Round 7,67,"KaszD3G He/Him
Diego Quintero","W-U-B-R-G Aggro
Izzet",1-1-0 Draw
Round 7,68,"DarioVergara He/Him
FelipePola","W-U-R-G Omniscience
Mono-Red Aggro",FelipePola won 2-1-0
Round 7,69,"Erichartman
Adrien Venancio He/Him","Izzet
Simic Ouroboroid",Erichartman won 2-1-0
Round 7,70,"julianofofo
NicoDays She/They","Mono-Red Aggro
Izzet Aggro",julianofofo won 2-1-0
Round 7,71,"Lucas Rodriguez
Tiago Bittencourt","Izzet Aggro
Izzet Tempo",Lucas Rodriguez won 2-0-0
Round 7,72,"ThiagoPG
JMoreirasn He/Him","Dimir
Izzet Tempo",JMoreirasn won 2-0-0
Round 7,73,"hendrik21
lobao","Dimir Midrange
Golgari",hendrik21 won 2-1-0
Round 7,74,"Walter Coquemala Filho He/Him
Thiago Odasaki","Temur Combo
Temur",Walter Coquemala Filho won 3-0-0
Round 7,75,"LuGoCa
CamiloRojas","Temur Combo
Dimir Tempo",CamiloRojas won 2-0-0
Round 8,1,"Borreguinhas He/Him
Carlos Torrico He/Him","Mono-Green Landfall
Dimir Tempo",0-0-3 Draw
Round 8,2,"GuillermoLoli
Adriano Melo","Mono-Green Landfall
Izzet Lessons",0-0-3 Draw
Round 8,3,"JOAO QUEGE
Rastaf","Boros Dragons
Dimir Demons",0-0-3 Draw
Round 8,4,"ariranhasx
Patricio Roman","Dimir Demons
Izzet Lessons",0-0-3 Draw
Round 8,5,"Siiu911
Victor Santos Esquici","Mono-Green Landfall
Dimir Combo",Victor Santos Esquici won 2-1-0
Round 8,6,"guiyote
Isael Feitosa He/Him","Azorius Tempo
Mono-Green Aggro",Isael Feitosa won 2-0-0
Round 8,7,"Rodrigo Pinheiro He/Him
Jorge Aguirre He/Him","Azorius Tempo
Azorius Tempo",Rodrigo Pinheiro won 2-1-0
Round 8,8,"Luis Navas Flores He/Him
Davi Mangolin Filho He/Him","Mono-Red Aggro
Bant Combo",Luis Navas Flores won 2-1-0
Round 8,9,"Charlesz
Marco Figueroa He/Him","Izzet Lessons
Boros Dragons",Marco Figueroa won 2-0-0
Round 8,10,"Everton Julian Silva Goulart He/Him
julianpastoriza","Rakdos Aggro
Jeskai Control",Everton Julian Silva Goulart won 2-1-0
Round 8,11,"Guilherme Vinicius Fragoso De Souza Guivini06 He/Him
Diego Eneas Garcia He/Him","Izzet Tempo
Bant Airbending",Guilherme Vinicius Fragoso De Souza Guivini06 won 2-0-0
Round 8,12,"Gabriel Fehr He/Him
Emiliano Passoni","Dimir Demons
Gruul Landfall",Gabriel Fehr won 2-0-0
Round 8,13,"Lucas Fernandes He/Him
LuisVenegas He/Him","Simic Ouroboroid
Izzet Lessons",Lucas Fernandes won 2-0-0
Round 8,14,"Thiago Souza He/Him
Emanuel Sutter He/Him","Izzet Lessons
Azorius",Emanuel Sutter won 2-0-0
Round 8,15,"Marcelo Rodrigues Cavalcante He/Him
Manuel Quiroga","Dimir Midrange
Mono-Red Aggro",Marcelo Rodrigues Cavalcante won 2-0-0
Round 8,16,"Nicolas Morales Macaya He/Him
Mario Palma He/Him","Gruul Landfall
W-U-B-R-G",Mario Palma won 2-0-0
Round 8,17,"RALC
MarcoAurelioLima He/Him","Dimir
W-U-B-G Ouroboroid",RALC won 2-0-0
Round 8,18,"Ismael Lessa He/Him
Martin Dominguez","Dimir Tempo
Gruul Aggro",Martin Dominguez won 2-1-0
Round 8,19,"Marcelo López Lagos
Camilo Niño","Dimir
Dimir Tempo",Camilo Niño won 2-0-0
Round 8,20,"Thiago Saporito He/Him
Sebasmoncada He/Him","Dimir Midrange
Izzet Monument",Thiago Saporito won 2-1-0
Round 8,21,"Marcos Paredes He/Him
axeljami","Mono-Green Aggro
Mono-Green Aggro",Marcos Paredes won 2-0-0
Round 8,22,"Andres Vásquez
SirClaudio He/They","Gruul Landfall
Dimir Tempo",Andres Vásquez won 2-0-0
Round 8,23,"Sebastián Silva
Gabriel Castelo Garcia He/Him","Simic Aggro
Izzet Lessons",Sebastián Silva won 2-1-0
Round 8,24,"Jhohan Mauricio Herrera Molina He/Him
Francisco Bertomeu","Dimir Midrange
Izzet",Jhohan Mauricio Herrera Molina won 2-1-0
Round 8,25,"Xandre_Borges_
Ariel Cicchitti","Dimir
Dimir Demons",Ariel Cicchitti won 2-1-0
Round 8,26,"gabriel martinez He/Him
Lucas Hervás","Mono-Green Midrange
Mono-Green Landfall",gabriel martinez won 2-0-0
Round 8,27,"aloaiza23
El_Comediante He/Him","Jund Aggro
Temur Combo",aloaiza23 won 2-1-0
Round 8,28,"Freddy Paredes [Team Dominus] He/Him
Diego Almeida He/Him","Dimir Midrange
Rakdos Monument",Freddy Paredes [Team Dominus] won 2-0-0
Round 8,29,"Jonas Antunes He/Him
camilo Diaz Pineda","Dimir Combo
Simic Aggro",Jonas Antunes won 2-0-0
Round 8,30,"Ricardo Ramos
Jayme He/Him","Simic Ouroboroid
Boros Aggro",Jayme won 2-1-0
Round 8,31,"Rodrigo Muñoz
tchuco He/Him","Azorius
Golgari Midrange",Rodrigo Muñoz won 2-0-0
Round 8,32,"Gasser Abdeslam He/Him
Hernan_Lobos He/Him","Izzet Otters
Gruul Aggro",Hernan_Lobos won 2-0-0
Round 8,33,"Gustavo Fischer He/Him
Antonio Lucas Longo","Selesnya Landfall
Izzet Combo",Antonio Lucas Longo won 2-0-0
Round 8,34,"JaackySalvati
Juan Cruz Rodriguez Berjolis He/Him","Izzet
Dimir Midrange",JaackySalvati won 2-1-0
Round 8,35,"Dihuen He/Him
CaioAraujo999 He/Him","Dimir Reanimator
Izzet Tempo",Dihuen won 2-0-0
Round 8,36,"Xecuter He/Him
alikaik11 He/Him","Temur Omniscience
Dimir Midrange",Xecuter won 2-0-0
Round 8,37,"Danilo Almeida
Thiago Valle dos Santos He/Him","Rakdos Monument
Bant Ouroboroid",Thiago Valle dos Santos won 2-0-0
Round 8,38,"Pedro Paulo Albuquerque Caraciolo He/They
Brahiam","Dimir Demons
Azorius Tempo",Brahiam won 2-0-0
Round 8,39,"André Ramos Lima
Felipe Schnyder","Boros Aggro
Simic Aggro",Felipe Schnyder won 2-1-0
Round 8,40,"Carlos Morales U
MaximilianKalm","Izzet Lessons
Mono-Green Landfall",MaximilianKalm won 2-1-0
Round 8,41,"GUSTAVO CORAIOLA He/Him
Mariano de Gregorio He/Him","Mono-Green Landfall
Dimir Midrange",Mariano de Gregorio won 2-1-0
Round 8,43,"Eljuano He/Him
AdamSchwartz","Mono-Green Landfall
Dimir Midrange",AdamSchwartz won 2-0-0
Round 8,44,"Lucas Lupatini He/Him
SrLukas158 He/Him","Dimir Midrange
Boros Dragons",Lucas Lupatini won 2-1-0
Round 8,45,"João Jorge Sales Junior
Carvallo Tomas","Dimir Control
Temur",João Jorge Sales Junior won 2-0-0
Round 8,46,"André Faustino
Mircho","Dimir Demons
Golgari Midrange",André Faustino won 2-0-0
Round 8,47,"ailechan
oscarlevel152","Dimir Tempo
Dimir",ailechan won 2-0-0
Round 8,48,"Daniel Lopez
magicmam","Rakdos Aggro
Mono-Green Aggro",magicmam won 2-1-0
Round 8,49,"FelipePola
guisantana2","Mono-Red Aggro
Azorius Tempo",FelipePola won 2-0-0
Round 8,50,"Denis Cabral Barbosa Dias He/Him
hachenova","Boros Dragons
Izzet Midrange",Denis Cabral Barbosa Dias won 2-1-0
Round 8,51,"Agustin Diaz He/Him
Mauricio Iriarte Valenzuela","Jeskai Control
Dimir Midrange",Agustin Diaz won 2-0-0
Round 8,52,"guiadissy
Erichartman","Temur
Izzet",Erichartman won 2-1-0
Round 8,53,"zerokangs He/Him
CarlosR41","Sultai Midrange
Rakdos Monument",CarlosR41 won 2-1-0
Round 8,54,"LordSoth03
Lauro Olsen He/Him","Sultai
Dimir Control",Lauro Olsen won 2-0-0
Round 8,55,"LuckZebra He/Him
NicoDays She/They","Jeskai Artifacts
Izzet Aggro",LuckZebra won 2-1-0
Round 8,56,"Yulios
Estêvão Rudi Arntz","Dimir Midrange
Izzet Lessons",Estêvão Rudi Arntz won 2-1-0
Round 8,57,"RODRIGOO
NicholasPohren He/Him","Mono-White Tokens
Dimir Control",RODRIGOO won 2-1-0
Round 8,58,"Lucas Rodriguez
Bruno Volpato","Izzet Aggro
Gruul Aggro",Lucas Rodriguez won 2-0-0
Round 8,59,"criacuna21
TIAGO PINHEIRO","Jeskai Control
Azorius Tempo",TIAGO PINHEIRO won 2-1-0
Round 8,60,"Andyu He/Him
KaszD3G He/Him","Dimir Midrange
W-U-B-R-G Aggro",Andyu won 2-0-0
Round 8,61,"Prezin He/Him
Dustyn_Aranda He/Him","Dimir Control
Dimir Demons",Dustyn_Aranda won 2-1-0
Round 8,62,"hendrik21
Francisco Gonzalez","Dimir Midrange
Izzet Prowess",hendrik21 won 1-0-0
Round 8,63,"JMoreirasn He/Him
Diego Quintero","Izzet Tempo
Izzet",JMoreirasn won 1-0-0
Round 8,64,"Viniimato He/Him
DarioVergara He/Him","Jeskai Artifacts
W-U-R-G Omniscience",DarioVergara won 2-0-0
Round 8,65,"AlexBanacloy
tony15974","Boros Aggro
Izzet Midrange",tony15974 won 2-0-0
Round 8,66,"Adrien Venancio He/Him
CamiloRojas","Simic Ouroboroid
Dimir Tempo",Adrien Venancio won 2-0-0
Round 8,67,"Walter Coquemala Filho He/Him
Tiago Bittencourt","Temur Combo
Izzet Tempo",Tiago Bittencourt won 2-1-0
Round 8,68,"LucasRJ
lobao","Izzet Lessons
Golgari",LucasRJ won 2-1-0
Round 8,69,"Thiago Odasaki
LuGoCa","Temur
Temur Combo",Thiago Odasaki won 2-0-0
Round 8,70,"julianofofo
Julio Bejarano Espejo He/Him","Mono-Red Aggro
Dimir Midrange",Julio Bejarano Espejo won 2-1-0
Quarterfinals,1,"Victor Santos Esquici
JOAO QUEGE","Dimir Combo
Boros Dragons",JOAO QUEGE won 2-1-0
Quarterfinals,2,"Borreguinhas He/Him
GuillermoLoli","Mono-Green Landfall
Mono-Green Landfall",Borreguinhas won 2-0-0
Quarterfinals,3,"Isael Feitosa He/Him
Adriano Melo","Mono-Green Aggro
Izzet Lessons",Isael Feitosa won 2-0-0
Quarterfinals,4,"Rodrigo Pinheiro He/Him
Carlos Torrico He/Him","Azorius Tempo
Dimir Tempo",Rodrigo Pinheiro won 2-0-0
Semifinals,1,"JOAO QUEGE
Borreguinhas He/Him","Boros Dragons
Mono-Green Landfall",JOAO QUEGE won 2-1-0
Semifinals,2,"Isael Feitosa He/Him
Rodrigo Pinheiro He/Him","Mono-Green Aggro
Azorius Tempo",Isael Feitosa won 2-1-0
Finals,1,"JOAO QUEGE
Isael Feitosa He/Him","Boros Dragons
Mono-Green Aggro",JOAO QUEGE won 2-0-0
